id,name,content
3209,网格员督促小区施工人员清理恢复施工现场,2020年9月7日，***小区网格员***，***，在辖区巡查时，发现小区22号楼东头有三供一业施工留下的坑和建筑垃圾没有清理恢复，网格员立即给小区施工负责人打电话，了解到是施工人员造成的，网格员经过几次和施工负责人沟通让施工方赶紧清理不要影响创城测评检查，9月8日早晨看到施工人员已经把施工垃圾清理恢复。
3210,清理小区内乱挂的物品,2021年2月1日下午154时47分，网格员***在***的日常巡查及入户中发现9号楼前的绿化带内有乱拉绳子晾晒被子现象。影响市容市貌。网格员***立即与居民们联系收被子，最后帮助居民把被子收了，处理完毕。
3211,清理路边树叶,2020年12月1日**镇一村网格员在巡查本村时发现在村内路边因季节问题，导致树叶自落避免影响村内卫生问题及时联系保洁员进行清理通过解决该问题，避免了环境卫生隐患发生。
3212,废弃物料堆放,2020年9月3日下午4点42分左右，***第四网格网格员在巡查至阳**区31号楼北侧绿化带时，发现有居民将废旧物料堆放在绿化带内，严重破坏绿植，且影响市容市貌，建议尽快清理。
3213,小广告,2020年9月7日上午9点41分***网格员***在日常工作巡查时发现**路港城北区商铺墙面张贴小广告清理不及时。
3214,检查配电箱围栏门,2020年9月10日上午网格员在日常巡查网格中发现配电箱围栏门被打开，因为配电箱位于小区广场上，属于公共区域，电箱围栏门被打开，有些好奇心强的小朋友进入后用手触摸电箱表面容易引发触电事故，没有围栏门的遮挡小动物也很容易误入到配电箱内，引发触电而造成配电箱短路。
3215,井盖没盖好,2020年9月10日上午8点40分左右，***区网格员***在日常巡查工作中，发现***区***大门口西边100米左右的路北的绿化带内的井盖没盖好
3216,清理楼道网络通讯间的易燃物,9月9日下午，***社区第六网格员在巡查小区时，发现58号楼二单元，网络通讯间内，堆满了纸箱、纸盒、废纸等易燃物，存在消防安全隐患，网格员立即联系物业工作人员，一起清理，消除隐患，并张贴温馨提示，提醒居民，注意消防安全。
3217,烟头,花池内有烟头，影响环境卫生
3218,化解小区施工改造与居民发生的矛盾,9月1日下午，***五区第二网格员***接到了施工方***经理的微信，说***的住户脾气不好，阻挠工人给水改造施工，他们解决不了，希望网格员出面能帮他们沟通一下，我立即来到了***，可是，户主不在。回到办公室，我找到101住户的电话，了解了一下情况。原来，房主因为房子刚装修了两年，而且，装修的很精美，工人师傅上门干活时，说是改造施工时，要把卫生间瓷砖打掉一大块，推拉门对走管线也有影响，要卸掉一半，住户一听就恼怒了，表示他家的瓷砖一块也不能损坏，把工人赶了出去，不允许施工。我认真听完住户的表述，温和的问他，施工改造卫生间走水管线，一点不破坏是不可能的，要不然，也没法施工，业主可以接受到什么程度的施工呢？经过短暂的沟通，业主同意第二天我们约上施工方经理共同讨论最合理的施工方案。9月2日早上9点，我约上施工方***经理一同来到11号楼101户，经过细致的商谈，施工方经理承诺尽量将施工带来的破坏达到最小，业主也同意了进行给水改造。无论是业主还是施工方经理，都对网格员的深入细致的工作一再表示热诚的感谢。经过网格员的调解，矛盾化解平息，施工改造得以继续正常进行。
3219,垃圾桶爆满,2021年2月1日上午，***村网格员在日常巡查时，发现***的门前垃圾爆满，村民都将垃圾放到了外面，而且散发出难闻的气味，对村内环境和面貌造成了很不好的影响，十分影响居民的身体健康。
3220,***村胡同秩序,2020年九月十号***村网格员***日常转看村情时，发现村东头第二条胡同中段，有村民把塑料布晒在了胡同中间，影响其他车辆和行人的交通便利！如果压坏了塑料布，还容易引起邻里矛盾！
3221,乱堆杂草,2020年9月11日9点30分左右，**镇***村第一网格员***在村西头东西大街进行日常巡查时，发现村民在路边乱堆杂草未及时清理，破坏环境，影响村容村貌，存在安全隐患。
3222,乱堆乱放,2020年9月2号下午17点25分左右，***小营村第二网格网格员***，巡查到村西大街时，发现胡同内有村民在排水沟边堆放柴草。雨季来临影响村民们的正常排水，也给村民们的环境卫生带来安全隐患。
3223,协助民警排查小区四小场所,***网格员协助民警到小区内四小场所理发店进行排查，主要排查理发店的营业执照，健康证等是否齐全，消防设施配套是否完善，发现问题当场告知老板进行整改。
3224,绿化带中乱放物品,巡查中发现小区绿化带中乱放物品，影响了小区环境
3225,清理旱厕,9月4日早上，我引领吸污车到***街给村民***家抽旱厕
3226,乱喷小广告,今天下午我村网格员***巡查至我村大街北时，发现三个男的正在喷涂广告，极其影响我村村容村貌
3227,柴草乱堆放,巡查发现马路旁有柴草乱堆放，影响人居环境。
3228,商铺东西乱放,网格巡查时发现商铺物品乱摆乱放
3229,安全隐患排查,***门没关，存在安全隐患，网格员帮忙把门关上。
3230,车辆停放在邻居家车库门口,2020年9月3日下午4点22分，***社区第六网格***，26号楼二单元居民反映自家车库门前总是被邻居停放车辆，导致自己进出车库不方便
3231,***门前路上堆有建筑垃圾,2020年9月9日10点30分左右，***镇***村网格网格员***在巡查中发现，***门前路上堆有建筑垃圾，影响村容村貌。
3232,大树下垂遮**路,2020.9.10**网格员接居民反应41-***东有大枝干下垂遮**路，车辆通过此处刮伤车辆，存在安全隐患，经过实地查看，确实树木下垂很低，过往车辆被刮擦，网格员协调物业对树木进行修剪清理。确保车辆通行不被刮擦。
3233,排查隐患,2020.9.7.上午八点，***县***镇***村网格员***早巡时间，发现村民***门外放置大面积大型太阳能钢管，，影响市容，侵占了公共区域造成不良影响，也对周围村民夜间出行造成极大的安全隐患。
3234,乱堆物堆料,2021年2月2日上午的8点23分左右，网格员***在村里进行日常巡查工作时，在村中心街以南的东西公路以南发现村民堆放在路边的玉米秸秆，影响村容村貌，不利于环境卫生，存在安全隐患。
3235,清理塑料布,2020年9月10日，***镇***村网格员巡查过程中发现村内西大街旁一村民家墙边晾晒着一大块塑料布，影响村容村貌
3236,垃圾桶已满,巡查发现网格内垃圾桶已满，影响正常使用。
3237,张贴宣传报,***社区***4号网格员***于2020年9月5日上午在城市之星给每栋楼每层张贴文明**、共建共享宣传海报，上午张贴5号楼和6号楼，涉及社会核心价值观，关爱未成年人，文明公约等内容，为争做文明城市，文明市民，做好宣传
3238,疫情排查,疫情期间每天对小区商铺进行排查有无境外进入人员
3239,6号楼楼道消防通道上放置杂物,2020年9月1日上午10点17分左右，***七格网格员巡查到***6号楼3单元楼道内时，发现此处消防通道上放置了许多杂物，一旦有事故发生，十分影响居民通行，存在一定的安全隐患；
3240,网格员发现6-2单元楼道内宣传栏放满小广告,***网格员在小区日常巡查时，发现6号楼2单元楼道内宣传栏里被培训机构放上了小广告，现在是创城关键期，网格员及时将广告清理，保障楼道环境卫生。
3241,车辆乱停乱放,2020年9月2日上午9点左右，****市场专属网格网格员***巡查至**村路口附近时发现路边车辆乱停乱放，严重影响市容市貌且阻碍交通且存在安全隐患。网格员发现该情况立马联系车主将车挪走。
3242,规范垃圾未及时清理现象,今天***社区第三网格员***在巡查至***13号楼时，看到楼下草坪上垃圾未及时清理，影响小区形象。
3243,网格巡查,***业主在14号楼楼道门口摆摊
3244,晒粮占路,9月10号下午巡查中，发现村民把公路当晒场，把收来的高粱晒在了公路上，严重影响交通，存在很大交通隐患，我赶紧找晒粮的村民。
3245,建筑垃圾,巡查时发现建筑垃圾，影响村内环境卫生整治工作，已联系村民，联系保洁人员前来清理
3246,不要靠近楼体，严防高空落物,今天上午在网格巡查，走到18号楼遇到一居民，反映前段时间18号楼2单元楼顶墙皮水泥脱落，砸了楼下一辆车，多亏没砸到人，很危险。反映情况的居民情绪很激动，网格员及时安抚居民:叔叔您放心，不要着急，我马上上报物业反映这个问题。
3247,**门口养兔子,2020年9月2日上午8时20分，******第八网格员***，在**公司大门口发现，门卫大爷养兔子，并在大门口绿化带建兔子窝，限期清理！
3248,村交接处杂草,***第二网格员***，在巡查期间发现村北头，村于村交接处杂草丛生，影响村容村貌，及时联系村里安排人员来清除。
3249,小区大门口新设消防用地,***巡查，小区对大门外消防通道进行划线标识，提醒居民此处是消防通道停车，不要占用消防通道停车。并在业主群里做好解释说明告知居民新设消防用地。
3250,网格环境整治,今天是9\/7日，网格内开始了环境整治，农村环境卫生整治是一项民生工程，是人民群众受益的事情，柴草堆放，垃圾乱堆，污水乱流等不只影响一家一户，而是大家都受害，网格内村两委以及网格协管员利用农闲时节，集中精力进行环境整治，希望大家自觉遵守公共道德，共同动手，治理脏，乱，差，，保护好自己的环境，共建美好家园。
3251,楼区垃圾乱堆乱放,2020年9月6日上午，***村网格员***在网格内巡查，走到十六号楼一单元楼道口东侧，发现靠近地下室外边绿化带里堆满了垃圾，严重影响了小区环境。网格员马上联系到放垃圾的人，给他讲了在楼区门口乱放垃圾的危害，劝说他把垃圾清理走了。
3252,房屋安全,村民***是一位精神病患者，她的家是扶贫建房，今天巡查的时候发现她家的房屋地基有点损坏，联系网格长解决一下。
3253,清理村民堆放的劳动用品,***网格员在巡查时发现居民房屋旁堆积不用的劳动用品，网格员及时联系村民进行清理
3254,大街堆放建筑材料,2020年9月6日9时48分***村网格员***巡查到村东大街，发现街边村民乱堆建筑材料，影响街面秩序破坏村容村貌。
3255,乱贴广告,巡逻时发现村内街道上随意张贴广告影响市容，及时清理
3256,垃圾溢满尽快清理,2021年2月2日上午11点15分左右，***村第一网格网格员***，在本村前街中段巡查时发现街道路旁垃圾桶内垃圾溢满问题，长时间未清理，严重影响了本村村容村貌。
3257,轿车停在街道上,2020年9月11日上午，***村网格员，对本网格内的安全隐患日常巡查，巡查到中街东边的时候，发现有轿车停在街道上，阻碍交通，阻挡视线，非常不安全，劝导司机将轿车停在宽阔的地方，轿车已开离街道，杜绝隐患的发生
3258,疫情防控演习,***第二网格员***在居委会进行疫情防控演习
3259,村主干道中心路面上散落柴草，影响村貌,巡查时发现村主干道中心路面上散落柴草未及时清理，影响村貌。
3260,处理占道晒粮问题,2020年9月5日，星期六，晴。上午网格员在日常巡查时发现有村民在公路一侧晒玉米，严重影响了正常的交通秩序，威胁到来往车辆和行人的交通安全。网格员找到村民劝解将其粮食运走。
3261,楼道乱放小车,2020年**区区*****社社华山路***网格员***在日常巡查时发现楼道，内乱放小孩推车，影响居民出入，网格员及时找到业主包把小车退家里不也存放
3262,碎了的灯管,2020年9月8日，***社区***网格一网格员***在小区巡查，在小广场的东边，垃圾桶的地上散落了很多的灯管碎片，不注意脚踩上去容易伤人，联系物业督促他们进行清理。
3263,村内中心路南头垃圾桶已满，很多垃圾被堆放在外面。,2020年9月14日下午15时27分。我在村内巡查时，发现在中心路最南头有一垃圾桶已满，很多垃圾被堆放在外面。不仅影响村内环境卫生，影响村容村貌，而且垃圾异味儿非常大，容易造成人们交叉感染。
3264,良远大厦与***路交叉口车辆乱停乱放,2020年9月8日下午14：36分***专属网格员在良远大厦与***路交叉口附近发现有车辆乱停乱放，严重影响市容市貌，阻碍车辆通行。
3265,清理绿化带里的青菜,2020年9月2号上午8:45，***第五网格员和同事们正在***内清理绿化带里的青菜。
3266,创城期间清理区域广告,2020年9月9日九时，***社区居委会***网格员在区域巡查时，发现***公园西北角处有一个宣传栏上布满了各种各样的广告，整体美观，现在正是***市创建文明城市的关键时期，网格员立即协调公园保洁人员一同将区域的广告清理的干干净净，确保创城顺利开展。
3267,清理小区网格内施工遗留垃圾,2020年9月7日***网格员***在***网格内巡视时发现32号楼东有施工遗留垃圾。立即联系施工方负责人，施工方负责人回复：马上清理
3268,西二路508号商户门前废品堆放治理,9月3日14时45分，**区**道**管委会第一网格网格员***巡查至西二路时，发现508号商户废品店外堆放影响市容市貌。网格员已入户向商户宣传了创建文明城市的相关事宜并已督促商户将废品收走。
3269,清理乱停乱放,清理乱停乱放的电动车
3270,楼道内停放电动车,2020年09月16日上午10点左右，***社区第六网格网格员***巡查至辖区内***1号楼2单元9楼楼道时发现居民将电动车放置楼道内，占用消防通道，影响附近居民出行，一旦发生火灾，影响居民逃生，存在消防安全隐患，需对其进行清理。
3271,树木倒伏,在25号楼西侧绿化带中发现因下雨倒伏的树木
3272,私家车辆未关窗户,我去巡视过程中发现一车辆未关闭窗户，我们网格员担心车内有贵重物品，怕丢失，我们网格员发现后立即联系业主。
3273,垃圾桶已满,2020年9月8日上午8时，***村第一网格员在日常巡查中发现，中心幼儿园附近的垃圾桶已满，影响村容村貌，需及时清理
3274,28号楼楼前广场绿化带内有废弃铁架,2020年12月1日下午3点39分，***街道***西区第二网格网格员***，在日常巡查过程中巡查至28号楼时，发现28号楼楼前广场绿化带内有废弃铁架，这严重破坏了小区绿化，破坏了居民正常生活环境。居民对此反映强烈，希望网格员联系相关人员尽快处理。
3275,清理路面积水,网格内日常巡查当巡查到***村东发现***屋东的街道上有积水这条街道上有很多积水网格员考虑这附近有几位小脚老人如果从这里经过滑倒存在安全于是网格员拿来扫把把积水清理干净。
3276,小区楼道内的杂物需要清理,2020年9月5日下午，***网格员***在***片区内巡查时发现***有很多杂物摆放，直接影响了其他居民正常出行，需要通知业主尽快清理干净！
3277,为小区隔离人员解除隔离,小区隔离人员解除隔离
3278,检查电梯设施,2020年9月3号二号网格员在***59号居民楼楼道内检查电梯设备。检查电梯是否定期进行保养维护，检查电梯内安全检修记录是否按时填写，检查电梯内是否张贴电梯应急救援标识及电梯安全使用温馨提示。检查电梯内表面是否有涂鸦广告，地面是否有垃圾，检查电梯通风情况是否良好，电梯门关闭是否严实。
3279,网格员与物业一起清理小区内腐朽木头堆,9月6日10时，***社区第三网格网格员***发现***小区1号楼东侧有一堆废弃木头，经过长时间堆放木头已经腐朽，旁边还有虫子垃圾等等，严重影响居民日常生活，和小区生态环境，网格员立即上报物业公司负责人，物业及时派人过来清理，目前为止已经清理干净，保证了小区内生态卫生。
3280,井盖破损,***园井盖破损，有安全隐患，上报给社区
3281,小区内燃气施工安全问题,2020年9月11日上午9左右，***社区网格员***在**小区巡查时，发现燃气施工单位在小区路边摆放了两个气罐并有危险品标识，网格员及时与物业联系并通知到施工单位负责人，说明如有倾斜倒地发生意外危险性。并要求施工单位做好安全措施，安全使用液化气罐保证小区居民及施工人员安全。
3282,物料堆积清理，小树林又成休闲乘凉好去处,9月9号，******社区***居委会***第五网格员***，下午两点半，在***44号楼旁小树林里，施工物料终于被清理干净了。这堆物料堆积有一个月了，居民休闲运动场所被占，网格员联系施工方多次，在今天下午中午清理干净。居民很满意，
3283,乱堆物堆料,2020年9月1日10点20点左右，***村第二网格员在村内巡查时发现村民***家的屋后面堆着一些水泥板，影响环境存在隐患，立即上报村两委请求解决。
3284,垃圾乱扔,巡查时发现村民将垃圾扔进绿化带，影响市容，及时清理
3285,网格员等候境外返回人员,昨日下午，从墨西哥返回的境外人员经过在上海集中隔离以及在***维科两次核酸检测均为阴性后，方可同意回到家中重点观察。幼儿到现场等待境外返回的居民并告知在家中的注意事项。
3286,清理路两侧杂草,2020年9月8日上午，网格员在***村网格内巡查时发现村东南角南北路两侧杂草丛生，环境卫生不达标，这种情况下严重影响了网格内的环境卫生，更影响了村容村貌，网格员发现这种情况后及时安排人员打扫处理。
3287,***村，安全隐患处理,***村，9月8日下午我在巡查走访时发现村北地段村民***刚收割完玉米，正在跟一村民说不想把秸秆还田等晾晒几天烧烧。我刚好听到于是我就赶紧上前跟村民说大叔你这个想法可不行，现在上级对这个秸秆焚烧查的这么严你还想着去焚烧秸秆，再说你把玉米收了你两地邻还没收割，你知道你那样做的后果？你这个想法直接不能实施。你现在维一的想法就是赶紧联系旋地的车把秸秆旋了。村民说我也知不道旋地的车的电话，这个我有，那不让烧就旋了吧。我今年还寻思烧烧再旋要不敬柴和。
3288,清理小广告,2021年2月1日下午三点四十分，***镇***园专属网格员***进行网格巡查时发现，位于***厂区外围的墙体上张贴着小广告，严重影响了厂区整洁和市容市貌，需要及时处理。
3289,街道乱堆乱放,2020年9月8日上午***点左右，网格员***在日常巡查工作至村西南角时，发现街道上堆有玉米秸秆，玉米秸秆占据了半个街道，影响车辆及村民出入。也影响村容村貌。
3290,商铺安全巡查,2020年9月9日9点***第五网格员***对商铺进行安全隐患问题排查
3291,玉米芯乱放,2020年9月8号下午2点30分左右，***镇***村第二网格员***在村内巡查时发现，村民在东西大街上乱放玉米芯，占用交通主干道对村民出行造成交通不便，存在安全隐患
3292,商铺区小广场的下水道箅子塌陷,巡查商铺区时发现商铺小广场哪里的下水道箅子塌陷很容易造成危险，我们网格员现场进行了通知物业工程处过来维修，维修师傅接到电话就过来进行整改处理
3293,居民电动三轮车停在车库门口，占用居民出行通道,今天网格内巡查，走到196号楼前，发现有辆三轮车停在车库门前，占用了居民的安全出行通道，影响居民安全出行，网格员及时联系居民移走放到便于居民发现又安全的地方，之后网格员又继续网格内的巡查工作。发现问题，解决问题。
3294,文化广场健身器材损坏,文化广场健身器材损坏，存在安全隐患
3295,***家街面秩序,2020年9月9日下午***家网格员在村中巡查时发现村南兴业路上有一堆垃圾，影响村容村貌
3296,62号102乱堆乱放,2020年9月7日上午8点50分，***社区第九网格员***，巡查到**一期***，发现有大量垃圾堆放，影响小区环境。
3297,12月2号，网格内巡查工作，发现村民在路上和泥站路。,网格内巡查工作，走到南北路口时看到一户村民正在路上和泥，影响街道整洁和影响车辆交通，需要尽快和村民沟通把泥土弄到院子里去。
3298,垃圾乱扔,***村最北边街道上，垃圾桶附近垃圾乱扔未清理影响环境
3299,路面不洁,2020年9月1日上午10点左右，***网格员***巡查至集街南头，发现路面脏乱，不洁，影响村容村貌不利于村内整洁
3300,给残疾人***认证,网格内巡查时碰上我村***老人向我求助，由于村内60岁以上老人需要在20月16日之前在手机上用大纬康养App自主任正，由于老人是老年机也不会使用智能手机，十分发愁，我立即帮人进行认证，老人对我十分感谢！
3301,小区地面有烟头,2020.9.3日例行巡查网格时**小区地面有烟头，通知物业人员清理。
3302,***村网格清理街面绿化垃圾,2020年9月8日.星期二上午在***办事处***村网格，发现村里修剪的树枝垃圾乱放还没收拾，还就是环境卫生比较差，经网格员帮忙联系主家于9日上午已经收拾完成了。
3303,车辆乱停乱放***灯具市场入口通道,2020年9月7日14时，***市场专属网格员***在巡查走访时发现车辆乱停乱放在***灯具市场入口通道，影响市场车辆出入，需要物业管理人员帮助清理乱停乱放车辆。
3304,小区大门口大理石翘起影响车辆出行,2020年9月9日，**网格员儿在小区内日常安全隐患巡查，上午8:00左右巡查至西大门时发现，车辆在出门拐弯时大理石有翘起现象，车辆通过很不安全，容易发生安全隐患，网格员立即拍下照片发给物业管理人员，并督促对其修理，于上午9:30左右，已修理完毕，保障车辆正常通行，消除了潜在的安全隐患。
3305,清理花池枯枝烂叶,2020年9月7日早晨天气雾蒙蒙的，我们一大早来到小区等候创城组领导到来。
3306,疫情排查,2021年2月2日8：30分***小区网格员***正在小区内进行疫情排查。
3307,网格员巡查,网格员日常巡查，排查下水道是否有排水不畅、湖边路沿石是否松动、检查桥梁是否存在安全隐患，将不安全因素消灭在萌芽状态。巡查中倾听居民诉求，了解民意，做到人在格中走，事在格中办，提升居民的满意度和幸福感！
3308,***商铺垃圾处理不及时,2020年12月3日上午10：32左右，***网格员***在日常巡查过程中，发现***商铺垃圾处理不及时，***租户反映交那么多物业费，天天不打扫，网格员考虑到若不及时清理，容易引发居民对物业的不满，同时影响小区形象，因此上报。
3309,电源插头,暉苑小区巡查中发现6号楼2单元302给电动车充电插座没收回，存在安全隐患。联系居民后收回插头。
3310,不要麻痹大意，安全施工。,2020年9月4号10点。***村网格网格员***在村东***处巡查时发现在湖边清理杂草的人员动作看上去挺吓人的。一不注意就电掉入中。
3311,垃圾分类施工,2020年9月7日下午，五七村设立一级村垃圾分类点，***村里安装垃圾桶
3312,开展集中清理,小区开展集中清理，绿化带全面清理干净
3313,道路晒蒲子,2020年9月6号下午三点左右，***镇乡***，在所属网格范围内进行安全巡查时，发现在我们村东边，东西，到路上有一户人家在凉晒蒲子，考虑到这样不但影响村容村貌，还影响了交通法规，给行人和车辆带来不便。我便急忙找到晾晒蒲子的一户人家和他进行了一番协商。
3314,清理袋子垃圾,网格内日常巡查时发现***以南的***路以东路南有袋子垃圾如果不及时清理影响村内卫生也影响村容村貌，于是网格员马上进行清理
3315,绿地内发现垃圾残留影响美观,绿地内发现垃圾残留影响市容美观
3316,其他市容管理,在巡查发现三队南北路上有许多树叶，这些树叶影响了村内环境卫生及村容村貌需要及时解决。
3317,道路破损,c行楼东侧**路**路面破损，影响市容市貌
3318,通讯箱门未关闭,2020年9月3日上午9点40分钟左右，***网格员***在日常巡查时发现446号楼一单元楼道通讯箱门未关闭，线路凌乱，很容易造成磕碰现象，容易造成线路断裂，造成弱电箱损坏，对居民通讯设施造成影响，同时也会造成线路老化，存在很大隐患。
3319,车辆乱停放,车辆乱停放占用通道劝阻离开
3320,绿化带垃圾,垃圾扔在绿化带内
3321,居民装修垃圾,2020年9月9日上午9点20分，***第二网格员***，在日常巡查中发现，***34号楼一单元楼道口有居民装修垃圾，请有关部门清理一下。
3322,路边乱堆柴火未清理,今天***村网格内巡查过程中，到达***村最南边东西大街中段位置时发现有村民在路边堆放柴火未清理，影响村容村貌。需及时清理干净。
3323,今日走访发现南广场有晒被子情况,xx镇xx社区第一网格员***，2020年9月10号8时25分走访到小区南广场处发现有晒被子的情况，广场是居民休闲娱乐处，占用广场也不方便其他居民休闲生活。
3324,在巡查过程中看到***大院公告栏玻璃上脏乱差，影响村容村貌,公告栏玻璃上脏乱差，影响村容村貌
3325,车辆乱停,2020年9月2日16点6分**街道******商场专属网格1网格员***，巡查商户时发现有车辆随意停放在大门口，妨碍车辆通行，影响市场秩序。
3326,清理街面经营游商,今天创城第二天，一大早我们就来到现场开展工作，巡检到***街路口时发现有一街面经营游商在卖菜，我立即上前与老大爷协商，老大爷非常配合并将卖品收起，保持了街道的市容。
3327,12号楼前旧家具,2020年9月3日下午8点13分左右，***第二网格网格员**巡查至***12号楼时，发现楼前有居民丢弃的旧家具未及时清理，破**小区环境，影响市容市貌。
3328,占道经营,小区巡查时发现****商铺北，有商贩占道经营，影响交通。
3329,街面小商贩,***路与***路口人行道小商贩
3330,电动三轮停路口,电动三轮停路口
3331,扯线给电动车充电,2020年12月2日上午9:30，第四网格员***和***，***在网格内巡查时发现有居民扯线给电动车充电，存在着非常大的安全隐患，我们已帮忙把电线拔了。
3332,采集信息,2020年9月8号上午9点22分，***第三网格网格员***，到居委会进行居民信息采集工作
3333,网格员在**花园辖区内摆放共享电动车,网格员在***辖区内摆放共享电动车
3334,有居民在58号楼楼北小广场晾晒物品,2020年9月3日下午4时12分左右，***三网格网格员***巡查至***58号楼时，发现楼北小广场有居民晾晒被褥，经常有小朋友在此玩耍，有晾衣架存在一定的安全隐患，且乱晾晒**小区市容环境。
3335,疏导大货车,2020年9月2日中午10点58分，***网格员***，在村内巡查时发现，村北第二条街上有一辆货车停放着，我马上过去排查什么情况？原来是***家卸空心砖，当时我就在现场维护秩序。
3336,停车桩倾斜,2020年9月2号下午二号网格员在日常巡查网格中，发现58号楼南侧停车场路障倾倒，若不及时维修好影响车辆停放准确，整齐，车辆倒车停车的时候容易越位，发生车辆和其它物品发生碰撞，对车辆造成损伤，对居民造成不必要的损失。
3337,清理建筑垃圾,2020年9月8日上午10点5分***村西片网格员***和东片网格员***在日常巡查时发现第二条街张大娘门口有一大片建筑垃圾和树杈，，我进院询问了一下张大娘说不要了姑娘，我弄不动，于是我和同事联系了油城环卫工作人员，并且协助环卫人员一起完成清理完成，张大娘表示感谢！
3338,种上新的草坪。,2020年9月5号星期六。***社区第七网格的网格员。在***小区创城值守时发现。41号楼前面的草皮上没有绿植。影响市容。立即联系物业，物业马上派人来把草坪种植好了。
3339,***车辆乱停放,2020年9月9日15时左右，***街道***社区第十网格员***，日常巡查至***68-101时，发现车辆乱停放拐弯处，存在一定的***全隐患。
3340,***小广场晾晒被子床单,***小广场晾晒被子床单
3341,帮助居民清理路面杂物，避免小孩发生磕碰事件,2020年9月3日下午，***网格员***在网格巡查中发现小区内路面上一堆杂物其中还有一个居民废弃的扫把。同时也有几个小孩在那嬉戏玩耍，其中一个孩子差点就被绊倒，扫把上面的枝子非常尖锐，一不小心绊倒磕着就容易划伤。网格员为了避免意外发生找到居民询问扫把是否丢弃并说明了情况，居民也表示非常担心这种情况会发生。网格员立即把扫把投放至了垃圾处理点。
3342,发现混合垃圾,9月3日9时20分***网格员**晓在日常巡查中发现杂草，建筑垃圾，玉米芯，立即电话联*村主任即时派来保洁人员进行清理。
3343,晒高粱,2020年9月10日8时30分左右，***二网格网格员***，走访至***村后时，发现公路上有晒高粱现象，影响正常交通，影响村容村貌，存在安全隐患。
3344,小区果树落果严重,2020年9月3日上午10点20分左右，***网格员***在网格巡查时发现小区里果树落果严重，经过车辆或行人踩压，导致路面很脏，影响小区环境。
3345,巡查时发*路边随意丢弃垃圾,巡查时发*路边随意丢弃垃圾
3346,占用公共区域摆放桌椅，店外经营,2020年9月9日，网格员在对***商业街进行日常巡查时发现，***商户门前公共区域摆放了两张桌子和多张椅子，桌椅是为前来顾客准备，创城关键期，影响市容市貌，网格员联系执法人员给予劝阻及整改
3347,驱离小区里小蛇,在***小区巡查时发现，一条小蛇正在院内爬行，由于小区里老人儿童较多，易受到惊吓，存在人身伤害风险
3348,阻止车辆乱停乱放,2020年9月2日花*镇兴业家园网格网格员**走访中发现，兴业**小区门口北侧绿化带内停放一辆火车不仅破坏绿化带且**小区美观。
3349,占道晒粮,秋天到了，又到了收获的季节在巡查中发现有以后村民把收来的玉米晒在公路上对过往行人造成了不便我及时上前劝说，让他尽快把玉米弄走
3350,车辆乱停乱放,2020年9月6日上午，***村第二网格网格员***正在网格中巡查，在村中心路中心路口发现有多辆车乱停，影响了交通，时间长了会引起交通阻塞，易发刮擦事故，需及早处理。
3351,**街道**路与**路路口往西，路南绿化带中的浇水井井盖位移,**街道企业四号网格员在日常巡查时，发现**路与**路路口往西，路南绿化带中的浇水井井盖位移，网格员及时上前将浇水井井盖恢复至原位！消除了安全隐患！
3352,楼道内乱堆乱放问题,2020年9月7日***社区第六网格内***内巡查巡查中发现七号楼三单元处楼道内存在大量。乱堆乱放问题已通知物业及时整改。
3353,协调处理居民装饰垃圾,***社区居委会区七号网格员***和***社区居委会***八号网格员***，一起巡查网格内安全隐患，我们巡查到70号楼二单员楼下看见很多装饰垃圾，我们俩联系***的住户说明情况，居民晚上出门容易绊倒人，给人身造成伤害，影响市容，业主很通情达理，说马上找人清理，下午我们俩巡查小区的时候发现已经清理完毕。
3354,交通安全,今天是2021年2月1号，星期一上午十点，我在巡查的时候发现***，骑着三轮车，正在公路中间走着，这样影响了交通安全，我劝他把三轮车骑走了。
3355,占道停车,巡查发现，村西西一路与南三路路口南的路面上，有车辆占用道路停放，阻塞村内交通。
3356,垃圾桶歪倒,日常巡查时，发现***家***六路垃圾桶歪倒，影响正常使用。
3357,办公区域有垃圾,上班巡逻时看见楼下有生活垃圾
3358,清扫小区内散落垃圾,巡查发现小区路面上有散落的垃圾，影响环境卫生，联系保洁人员进行清理
3359,排查小区内楼道灯不亮后帮助更换新灯,2020年9月2日14时，**街道**西苑东网格员***在小区内巡时，居民反应9号楼2单元1楼的楼道灯不亮了。考虑到本楼道老年人居多，晚上居民上下楼存在一定的安全隐患，网格员立马打电话联系了物业师傅告知楼道灯不亮了，并和物业师傅一起把楼道灯换了新的。
3360,居民装修垃圾乱堆影响市容市貌,2020年9月3日上午8时38分左右，***第六网格***巡查至***52号楼时发现:52号楼3单元北边的停车位有居民建筑垃圾乱堆现象，影响小区的市容保洁。
3361,小区内发现未及时清理土堆,小区内巡查时，发现北区24号楼西侧有未及时清理的土堆，影响周围的环境卫生。
3362,下乡卖燃气,2020年9月6日***村第一网格员***巡查网格内看到有个车拉着气瓶和煤气罐卖燃气，用倒罐的方式，这样危险，网格员看到后告诉卖燃气的，这样危险不能在村里这样卖燃气。
3363,施工现场劝导,2020年9月9日上午八点五十左右，网格员***在巡查过程中，走到施工路段，正在施工时有一位开电车的想要从现场路过，我赶紧走上前去劝导。
