id,name,content,label
9337,应急灯损坏,2020年12月2号上午9时左右，***街道***社区第一网格员**在巡查至***城18号楼二单元时，发现4楼电梯上方的应急照明灯损坏，掉落在半空，随时会掉落下来，由于18号楼居住居民过多，给来往的居民带来很大的安全隐患。,11
9338,晾晒粮食,2020.09.08日，在***社区第二网格排查时，发现***社区C15号楼南面有晾晒小麦的，很长一片，经反应相关部门后，又找到相关居民，告诉居民非常影响道路环境，不利于交通安全，居民也非常理解，已收拾干净！会继续排查！,0
9339,大队部附近垃圾桶满,2020年9月2日上午八点左右，***村第二网格员***巡查至**村大队部附近，发现垃圾桶爆影响村民垃圾处理,0
9340,清理独居老人家门口的砖块,网格内巡查发现独居老人***家门口有堆碎砖块，考虑到影响村里的环境卫生，村容村茂，我联系了网格长说明了问题，网格长找了专人把砖块清理了。,16
9341,道路破损,2020年9月16号上午***点***小区网格巡查走访时发现自来水2号楼1单元***门东大约有5米路面被凿开，经询问是2号楼1单元101家里下水道破了，凿开路面维修下水道,18
9342,村内有居民用大气块儿砖占路晒粮食。,2020年9月7日上午10时28分，我在村内巡查时发现，村内中心路上有居民用大气块砖摆在路的中间。他们这是在占路等着太阳照过来的时候晒粮食。,0
9343,**车辆乱停放,2020年9月2日上午9：20左右，***网格员***日常巡查时发现，位于***街道停放一辆私家车，该车正好停在路中央，堵塞了交通要道，给出入***的车辆带来极大的不便，造成街面秩序的紊乱，且占用了***的消防通道，存在极大的安全隐患，因此这辆私家车需要立即开走。,2
9344,村民门外有木板,2020年10月3日10点左右***县***镇***村网格员巡查到村中间时，看到一个户村民门口外有木板，虽然量不多，但是影响村容村貌。,0
9345,乱停放的自行车,自行车停在通道上，需将其停放至合适位置。,2
9346,疫情排查,2020年12月1日上午10:39分，***第二网格员在所属区域内进行疫情排查工作。,0
9347,处理地面卫生清扫问题,2020年9月2日下午2点35分，东***员***，巡视***3号楼二单元楼道口地面，发现地面有垃圾未清理干净。居民反映卫生问题最近一直不好。网格员***联系物业人员***班长，说明情况，卫生问题需要整改。***班长安排环卫人员来到现场处理，将这一片区前前后后都处理干净了，居民表示物业整改及时，表示满意。,0
9348,排查小区里的安全隐患,2050年9月7日，下午17:40分左右，下班回家经过***北门口时看到一个小朋友在爬一个很好的梯子，我一边急忙喊到:“快下来，危险”，同时把车停好，跑过去把小朋友扶下来，我说:“这么高，万一摔下来，怎么办！”现在正是放学时间，过往的小朋友比较多，安全意识比较薄弱，也不知道谁把梯子放在这了，需要及时联系处理。,0
9349,**号楼后窗户栏拉绳线晾晒被褥,2020年9月3日上午08:35分***网格员***在**区排查时发现:2号楼后窗户围栏上拉绳线晾晒被褥，影响了小区整体形象。,6
9350,清理沙袋,2020年***月八号号***街道***一区网格员***，上午十点十五分，22号楼二単元今天居民反映楼道门口一直有三袋沙子没人清理，防碍了楼道里居民进出通行。我联系了施工队沙子说不是他们的，正好本单元二楼在装修，我联系了业主，业主很配合让装修公司打扫干净了。,0
9351,村民家水管漏水,今天在网格内巡查时，发现位于网格内东边的小巷里，有水往外流，这肯定又是谁家的水管出现了隐患，于是我顺着水源找去，发现**村民***家流出的，因为这几天孩子结婚，他们都没有在家，于是我用电话联系了他，并说明了情况，很快他回家对水管进行了查看，经过查看，原来是昨晚他回家匆忙，打开水管忘记关造成的,0
9352,车辆乱放,2020年9月7日，***村网格网格员在巡查至***小区19号楼南面时，发现有车辆停放在消防通道上，使来往的车辆只能一车通过，如果上下班时间段容易造成交通阻塞，存在安全隐患，建议立即找到车主挪走。,2
9353,车辆占用消防通道,2020年9月18日上午，******达居委会四号网格员在辖区内正常巡视时发现，辖区内运达路，靠近再建54号楼北侧，消防通道内停有私家车，占用消防通道，如发生火灾等危险情况，消防车不能抵达火灾现场，对居民的人身***全及财产***全造成巨大的危害,7
9354,垃圾未入箱,2020年9月3日，xx新区网格员***，在巡查过程中发现府前街垃圾箱旁边有垃圾未及时收入垃圾箱，影响市容保洁，影响市容市貌。,5
9355,31号楼北侧晾晒农作物,2020年9月2日8时08分左右，***第十四网格员巡查至***31号楼北侧小区小广场时，发现有居民在路面晾晒农作物，小区内晾晒农作物非常影响社区的形象，影响小区的市容市貌。,0
9356,道路上有垃圾,2020年9月2日，**街道**村网格员***在村内巡查，巡查至村西南角一条胡同时，发现路边堆积了大量树上掉落的树叶果实等垃圾，影响环境整洁。,1
9357,规劝居民收起乱晒的被单,2020年9月9日9时9分左右，***网格网格员***巡查至***20号楼二单元时，发现楼前路面上方有居民乱晒被单，影响小区容貌，影响小区街面秩序，需要将被单收起。,6
9358,协助**农房一**村民房屋确权登记,今天网格内日常巡查未发现异常去大队部协助**市农房一体房屋确权登记人**村民房屋进行确权，由于老年人很多都不会写字，网格员带提他们签字她们自己按手印，网格员再引导他们去那个口办**村民门和确权登记人员都对网格员表示感谢。,0
9359,阻止居民家中电动车室外充电,2020年9月6日***网格员***在小区巡查时，发现18号楼5单元301室的居民，将电源线从三楼拉到一楼将电动车充电，有安全隐患，网格员及时制止！居民配合网格员将电线收回！,11
9360,***北门清理防汛沙袋,2020年9月6日14时，***社区***网格员接到通知，清理防汛期准备的沙袋。***北门口有40多袋需清理。,0
9361,篮球场下水管道堵塞,9月11号下午在***小区巡查时，发现小区篮球场的下水管道，井盖外面有污水。我想肯定是下水管道堵塞，导致污水溢出的。如果清理不及时将会有大量的污水流出，首先会影响小区的环境，散发出臭味。其次，对居民的居住环境产生非常不好的影响。,0
9362,小区内垃圾桶盖子未盖,2020年9月10日***东区网格网格员巡查的过程中发现***东区网格内有好几处垃圾桶盖子未盖，影响小区环境且异味严重。,0
9363,清理公路上玉米皮等,村内巡查时发现西居住区公路上有村民晾晒玉米皮占公路，影响交通安全，影响村容村貌。于是我立即前去村民家劝导村民把玉米皮等物收回家了。,0
9364,垃圾乱丢,垃圾未投入垃圾桶,3
9365,21号楼2单元楼道内堆积杂物垃圾,2020年9月9日下午3时22分左右，*********社区第九网格员巡查至***西区时，发现21号楼2单元楼道内堆满杂物，楼道都被占满，堆放杂物容易引发火灾安全隐患，还会招引蚊虫老鼠等，最后来说十分不美观，影响小区形象。,0
9366,楼道内堆放杂物,2020年12月2日上午9点10分左右，***社区第一网格员***在日常巡查至18号楼时，发现楼道内摆放着很多杂物，楼道是公共空间，占用楼道空间堆放杂物带来安全隐患，杂物多为纸质品等可燃物，存放时间久，稍遇明火极易引起火灾，楼道是居民行走的通道，必须及时清理干净。,7
9367,排水井盖污损,***网格员在辖区内排查时，发现农贸市场北侧路边有一井盖存在油污严重，并存在破损现象，网格员迅速联系维修部门进行助理并更换新的井盖，创城期间，保持良好的城市卫生质量，为创城助力,0
9368,落叶堆积,2020年11月5日上午***村网格员***，我在村东大街巡查发现在北路口东侧落叶堆积，容易发生火灾，存在安全隐患,9
9369,***把棒子瓤晒在马路上,巡查发现，***把棒子瓤筛子马路上，影响村容，亦妨碍行车，请户主收走。,1
9370,公共区域晾晒被褥,2020年9月10日13点15分左右，***街道***社区第二网格员在巡查过程中发现，***南区16号楼南侧的公共区域有居民晾晒的被褥，影响小区市容市貌,0
9371,电箱未关，造成***全隐患,2020年9月15号，上午在小区网格内，录户籍信息时，发现楼道内电表箱未关，如果有小朋友乱摸乱碰会造成很大后果，存在***全隐患，介于这种情况应及时处理。,11
9372,清理垃圾,2020年12月2日，**镇**社区**村网格员***巡查时发现居民将垃圾堆在路边，破坏网格环境卫生。,1
9373,疫情排查,2021年2月2日上午，***第二网格网格员***在***第二网格区域内对商铺进行排查有无疫区外来人员。,0
9374,沿街商铺堆放废弃汽车座套,9月8日下午1:30网格员***在进行网格巡查时发现***北侧***路沿街商铺桑岛海参斜对面垃圾桶旁堆放大量汽车废旧座套及包装袋，严重影响市容环境,3
9375,占用公共区域晾晒被褥,2020年9月9日上午，***区***街道***社区网格员在辖区内巡查时发现，8***东面小广场大面积晾晒被褥，因正式创城工作的收尾工作，网格员寻找到晾晒被褥的居民，建议居民将被褥收回家，并宣传创文明城市，建文明小区，呼吁居民共同参与到小区建设中来。,0
9376,成功劝离河边垂钓人员,9月7日下午14点09分，***网格员***河边日常巡查工作中，发现有人在辖区内村东边的鱼池垂钓，渔具摆放一地，脚底下不安全因素太多，存在很大安全隐患，网格员随即上前进行了劝离。,0
9377,规范垃圾桶不整齐现象,今天***社区第三网格员***九点左右在巡查至***七号楼时，看到楼下垃圾桶摆放不整齐，堆放在公共道路上前且垃圾未及时清理。,12
9378,村民门口有树枝,2020年9月8日***村网格网格员***巡查至村西小街时发现村民门口有树枝影响村容村貌,1
9379,协助环卫工人清理垃圾,协助环卫工人清理垃圾,0
9380,公共区域堆放杂物,一、时间：2020年9月8日下午3：40二、地点：***三、巡查项目及是否存在的问题：今天下午***社区第三网格员***在所属网格内进行日常巡查，巡查至广场区域时，发现路中央堆放大面积杂物，不仅影响社区环境，而且严重影响行人，车辆的通行。夜间视线不好，不熟悉路况的情况下，容易发生意外，存在一定的安全隐患。,1
9381,在别人家门口晒粮食，引起两家纠纷,9月7号，我在网格内巡查时，巡查到科技局，小区的***找到我，说有人一大早把麦子晒在他家门口，晒的麦子，麦子里有小虫子容易飞到屋里，也妨碍她的正常出行，大娘十分生气在门口大骂，邻居出门解释，两家发生了口角，大娘情绪激动，我分别把大娘与邻居劝回，做一进步调节。,0
9382,门前物料堆放杂乱,正阳路与丽日大街交叉口***瓷砖门前摆放杂乱,1
9383,建筑垃圾堆积,***社区***小区15号居民楼电梯口处建筑垃圾堆积在人行道路上，未及时进行清理，占用公共道路，妨碍居民正常出行，容易发生磕绊受伤,5
9384,路面装修垃圾,居民门前马上有搭棚子剩的建筑材料,10
9385,清理小区内杂草,2020年9月8日，***社区1号网格员***协同2号网格员***在日常巡查时发现辖区内小区围墙附近绿化带内杂草丛生，影响小区环境，网格员及时上报给社区领导，经过社区协调，物业及时派人将杂草清理干净。,13
9386,**庄环境整治,2020年9月2日上午，我在巡查时发现村东养殖区胡同里长满杂草，及为影响村容村貌。,0
9387,清理小广告,2020年9月10日上午11时35分，网格员***在***的日常巡查及入户中发现在4号楼1单元302门口上有乱贴小广告现象。影响楼道内的整洁，影响市容市貌。网格员***立即对小广告进行了清理，还楼道一片干净整洁。,0
9388,石块堆积在墙边，未及时清理,石块堆积在墙边，未及时清理,16
9389,***商铺疫情排查,2020年9月8号下午两点，***及公园网格员***在***和***进行疫情排查，无疫情，一切正常,0
9390,楼道穿线管脱落,楼道穿线管脱落9月2日居民反应***21号楼楼道内穿线管脱落，阻碍居民出行，并存在安全隐患。,11
9391,街面垃圾清理,2020年9月3日上午9点50分**县**镇镇区商业店铺网格员在商业街巡查走访时，发现在银行南边路口处便民疏导点旁边有很多垃圾，领了解，是集市结束时留下的垃圾，影响街道容貌而且很多水果皮容易让过往的老人摔倒或者电动车发生侧滑，考虑到这些因素，我历史联系环卫工人，把垃圾清理干净,0
9392,衣物晾晒,***三号楼东侧衣物晾晒影响小区市容市貌,0
9393,***小区居民乱冲电动车,9月6日下午3：30分***由于在楼道门口充电，来回的居民及孩子较多存在极大的安全隐患，网格员***及时找到改居民给他讲解乱冲电动车发生的危险，经网格员耐心劝导改居民把电线拔了，说以后到指定点车棚充电。,0
9394,排查闲置房屋,排查村内闲置房屋有无违法使用情况,23
9395,发现小区门口路面有破损现象督促物业修补,2020年9月10日上午9时31分，******社区望***网格员***日常巡查小区时，发现小区西门口路面有破损现象。影响了小区美观，雨天也易积水，路面湿滑易引起安全隐患。网格员立即督促物业进行修补。,0
9396,共享单车乱放。,巡查中发现街面共享单车乱放。,2
9397,张贴小广告,2020年9月9日上午8点30分左右，***村网格员***巡查走访到村西时，发现在居民家的墙壁上张贴小广告，影响村容，需及时清理。,0
9398,车辆乱停放,***网格员***正在**商场外围日常巡查，当网格员**到**商场北侧消防通道时发现，有一车辆停放在**商场北侧消防通道处，且该车停放在此处使得处于公共停车位的车辆无法正常出入，且极易导致交通拥堵现象的发生，影响交通秩序，因此该车辆必须立即开走。,2
9399,绿化带里垃圾,楼前绿化带内有垃圾,0
9400,整理路面,2020年9月10日上午8时50分，******街道***社区***网格网格员***在日常巡视中发现树坛下有碎砖未清理，容易拌到老人，造成安全事故，网格***立马移开了砖头，并清理了现场。,0
9401,居民信息采集,2020年9月9日上午9：30：30，***第四网格网格员***，在居委会进行居民信息采集工作,0
9402,路边有塑料垃圾,巡查时看到路边有塑料垃圾，影响村容村貌。,0
9403,***社区工作人员维护共享单车,***社区工作人员维护共享单车,0
9404,电动车停放在楼道内,2020年9月9日下午2点57分左右，***社区第九网格网格员***在巡查***小区时发现，在***2号楼大厅，有居民将自家的电动车随意放置在楼道内，存在极大的消防隐患，严重影响其他居民的正常通行，给其他居民的生活造成极大不便。,17
9405,助力创城清理***门雨搭,9月8日10时***社区第七网格员，在网格内巡查工作时发现75号楼3单元的雨搭上长有杂草，现在正是雨季堵塞雨搭下水口并且影响环境卫生。网格员立即联系物业公司进行清洁，很快物业公司安排人员到现场清理干净。确保小区环境卫生整洁，为创城添砖加瓦。,12
9406,***东北角存在大量建筑垃圾,网格员在辖区内巡查时发现***东北角存在大量建筑垃圾，网格员多次联系物业，终于在今日处理完成,4
9407,良苑小区乱扯乱晒,2020年9月3日下午15点21分左右，***第一网格的网格员***，巡查至**小区时，发现**小区5号楼西侧，小区的主干道路口，有居民乱扯乱晒衣物，严重影响小区内的整洁，也不利于文明城市的创建，需要尽快处理。,21
9408,楼道内设备间木板脱落,小区内巡查时发现楼道内设备间木板脱落,0
9409,联系物业师傅修理垃圾箱轱辘,20200910日下午4点，我在小区第二网格***全巡察时，发现20号楼西侧的的垃圾箱轱辘坏了，于是我及时联系物业师傅前来修理好。,0
9410,小区内毁绿种菜,2020年9月1日上午八点半多钟我们。***网格员***地点***事件详情：按社区工作人员的安排，到***小区进行毁绿种菜清理活动。当走道18号楼南边时，发现有居民在墙边乱搭建花池子种蔬菜。,14
9411,踏查罂粟,2021年5月2日上午，***第二网格员***在区域内踏查是否有种植罂粟及非法原植物情况。,0
9412,公路障碍物影响交通安全,12月2日，村中心路南端路口拐弯处公路上散落砖瓦石块，易造成电动三轮车拐弯翻车安全隐患，特别发生夜间行车的交通安全事故。,19
9413,***路公路边有垃圾堆积,2020年9月10日上午9点50左右，网格员***在网格内巡查时，发现在***路南边有垃圾堆积在路边，容易滋生细菌和蚊蝇，也影响市容市貌，存在安全隐患。,3
9414,扯绳晾晒被褥,2020年9月8日上午10时45分左右，***社区第四网格网格员***巡查至***36号楼西边时，发现有居民在树与树之间扯绳晾晒被褥，因为此处是绿化区域，如果不及时收走，不仅影响社区美观和文明形象而且不利于创城建设。,0
9415,乱堆乱放,2010年9月10日上午9：12分左右xx网格员***在日常巡查至东区楼后时**路边乱堆堆乱放渔网现象，影响小区环境。,0
9416,广告纸在垃圾桶外面,2020年9月10日10时20分，***社区第七网格网格员在沿街商铺巡查时发现，在垃圾桶外面有广告纸没清理，给文明创城带来不好的影响，影响市容市貌。,4
9417,车辆乱停放,2020年9月6日下午3点左右，***网格员***正在***商场外围日常巡查，当网格员巡查到***商场东侧消防通道时发现，有一汽车停放在***商场东侧的消防通道处，且此处是***商场丁字路口的拐弯处，因此该车的停放特别容易导致交通拥堵现象以及交通事故的发生，影响交通秩序，因此该车辆必须立即开走。,2
9418,街道堆放废旧家具，影响村容村貌,2020年12月1日上午9点40分左右，***村网格员***巡查至村后街往前第一条胡同，发现村民家中收拾房屋将废旧家具堆放在街道，街道随意堆放影响村容村貌,1
9419,2号楼2单元4层开关破损,2020年9月11日上午11时20分左右，***街道***第十网格网格员，在***南区开展安全巡查工作，巡查至2号楼2单元4层时，发现开关破损严重，不仅存在漏电风险，而且影响小区环境，不利于创建全国文明城市，需尽快协调解决。,0
9420,绿化保洁,村两委清理公路两边的绿化,13
9421,***门边下水道板未盖严,2021年2月2日11是左右，***村网格网格员***，巡查至***门边时，发现下水道板未盖严，有可能发生安全隐患，望有关部门及时处理。,0
9422,生活垃圾堆放,今日上午网格内巡查发现***管理区职工宿舍附近存在大量生活垃圾，并产生很大异味。影响工作跟生活，请及时处理。,5
9423,垃圾倒入地面,2021年2月1日，网格员巡查过程中发现村垃圾倒入地面未处理，严重影响村容，脏乱不堪～我便第一时间联系村保洁员，垃圾运送员，一同把垃圾处理干净,5
9424,清理草堆,2020\/9\/5，星期六早晨七点四十分，网格员***在巡查时发现路边有一草堆，,0
9425,楼道检修口开着，存在安全隐患,9月10日下午两点左右在***网格内巡查走访入户时，发现有一楼道内顶楼上的检修口开着，看到这个现象，首先想到的是有人忘了关，这样是存在安全隐患的，可能会从里面掉下异物，有人经过可能会砸到人。万一有人私自打开，楼顶的通风设施可能会被破坏。所以看到这种现象需要及时联系物业将检修口关闭。,0
9426,地沟盖板脱落。,2020年9月8日下午，我在巡查时发现***后面的地沟盖板脱落，影响村容村貌，存在安全隐患。,18
9427,楼道门口推放纸箱等,2020年9月8日上午***村网格员***在***开发区***网格内巡查走访时看到位于***号楼一单元楼道门口处推放泡沫箱，影响小区环境网格员了解这一情况后，及时联系物业清理等。,1
9428,管道井门损坏,小区巡查时发现管道井损坏，存在安全隐患，督促物业处理。,0
9429,大袋垃圾盖住垃圾桶,***前大袋垃圾盖住垃圾桶，无法再倒垃圾,0
9430,清理电线,***村网格员今天上午村内巡查发现，村里的大街上一户村民家，因为是闲置房屋，家里常年无人居住，家里的树木把村里的电线滑下来了，上报村委协助电工清理树木。,0
9431,网格内巡查**路边丢弃两兜废弃垃圾,网格内巡查**路时**路边丢弃两兜废弃垃圾，影响市容环境卫生安全，立即联系附近保洁人员来到现场进行了清理带走。,5
9432,道路有大块油污,***村网格员***巡查发现道路有大块油污，类似拖拉机滴落的柴油或者机油，因为近期秋收，拖拉机用的比较多。,0
9433,环境整治,网格内日常巡查到村***，以西时看到房前屋后很多杂草，很影响村内卫生，也影响村容村貌，我便及时报告给网格长，网格长联系了几个村民来把杂草清理同时我也一起和村民在清理杂草,0
9434,***路通信电缆松，联系网通公司，维修。,***路东则通信电缆松落，联系网通公司维修。,0
9435,商品房安全隐患排查,商品房安全隐患排查,0
9436,白菜叶随处乱扔,巡查时发现一处白菜叶随处乱扔，为提高人均居住环境及时清理一下,3
9437,帮助施工人员把障碍物挪走。,2020年9月8日上午八时三十左右***村网格员去村内巡查回来走到村主路一侧的一条南北路时一辆铲车正在往街上运路边石，在村民***家门前停着一辆电动汽车让施工人员进出很不方便于是施工人员找到网格员来寻求帮助，我立即拨通了***电话告诉他让他回来把车开开，他说在外面干活一时回不来于是告诉网格员他家的大门钥匙让她帮忙把车给开到院里网格员去他老母亲那里找来了钥匙最后把大门给开开了。,0
9438,公安小区大门外以西杂草茂盛,公安小区大门外以西杂草丛生，影响创城,0
9439,随意丢弃的白菜叶子,2021年2月1号上午11点左右。在***村网格内巡查，巡查到村口，老远就发现一处垃圾桶附近有一堆随意丢弃的烂白菜叶子。影响着村里的环境卫生。,3
9440,协调物业方清理楼道杂物,2020年9月8日9时30分，***社区***网格1网格员***在小区巡查楼道时，发现1***1单元楼道有杂物。影响楼道的居民出行。,0
9441,提醒施工方施工过程要保护绿化带,9月9日，***街道***社区居委会紫荆网格员，在辖区内巡查，发现挖沟的施工过程中绿化带被破坏严重，为了维护美丽社区环境，网格员立即与施工方进行沟通，要求尽可能的保护好绿化带，并告诉施工方破坏的部分必须种植草皮及时恢复。,0
9442,建筑垃圾清理,今天网格内巡查发现村后，310国道旁边堆放了一些建筑垃圾，垃圾堆内有废弃的钢筋，引来了不少村民在里面寻找，建筑垃圾影响了周边环境卫生，也存在一定的安全隐患。安全隐患,4
9443,快递包裹袋儿随意丢弃,快递包裹袋儿随意丢弃,3
9444,清理卫生不及时,2020年9月8日八8时15分，***社区***网格员***，在创城迎检中，巡视小区，发现28号楼北卫生地面不干净，及时叫物业保洁人员进行了清扫。,0
9445,乱凉床单,网格巡查中发现有居民在绿化带乱凉床单,0
9446,公路上乱堆乱放,2020年9月8日，在***镇***村，网格员巡查时发现，村西边公路上有一堆玉米晒到公路上，这条公路上过往的车辆及人员比较多，把玉米晒到公路上会影响交通安全隐患的，网格员询问是谁家晒的玉米，得知是***家的，网格员就和***详细说明存在交通安全隐患的情况，***听了之后，也知道存在危险性，他答应找人尽快把玉米收起来，不影响交通正常行驶，,0
9447,劝阻***小区10号楼居民停止晾晒衣物,今天在巡查过程中，发现***小区10号楼后有一位老人正在晾晒衣物，影响小区容貌。于是我们进行劝说，老人开始不同意，经过安抚后，老人说会去晾到阳台上，并表示理解我们的工作。,0
9448,1号胡同乱堆杂物,2020年9月9日上午10点35分左右，***村网格员***在村内巡查至1号胡同时发现有村民在门口乱堆放杂物，影响了村容村貌。,1
9449,施工占道,今天是9月2日，上午在村内巡查中发现在村老文化大院西50米有施工占道存在，这样影响了村内交通，影响了街面秩序，及需处理。,0
9450,占用公路晒粮。,2020年9月10号。***县**村网格员***在巡查过程中，在村西边儿中心路向北的路口，发现群众在晒玉米，这件事会引起交通不便。,1
9451,有关井盖破损的热线回复,9月7日下午***网格员接到社区下发的有关举报井盖破损的热线，网格员及时与物业沟通，物业将破损的井盖统计数量，网格员立刻联系社区书记咨询施工方，经核实关于井盖施工问题，还未验收，施工方回尽快处理。,0
9452,******院3号楼居民私拉电线充电,2021年2月2日15时05分左右，***第十五网格网格员***日常走访至******院3号楼时，发现有居民从地下室私拉电线充电，存在极大的安全隐患。,8
9453,未张贴垃圾分类标识,2020年9月10日***街网格的网格员在***商业街巡查过程中发现***商业街的垃圾桶未张贴垃圾分类标识。,0
9454,村内四闲院落安全隐患排查,今天中午七点四十分，网格内日常巡查，为了村民有一个祥和的生活环境，安全生产，网格员进入中心大街以北对村内闲置房屋及院落进行安全隐患排查。,0
9455,道路交通安全警示墩散乱,在***省道巡查时看到:***路与省道丁字路口摆放的道路交通安全防撞墩被揰的东倒西歪，起不到交通安全警示防撞的作用，存在这安全隐患，也影响了市容面貌。,0
9456,绿化带树上晾晒被子影响市容,2020年9月4日上午11点左右，***社区第一网格巡查时发现3号楼东侧有业主在绿化带树上乱扯绳晾被子，因为紧挨着主路，对小区的市容形象造成影响。我会尽快通知业主让他马上收起来！,0
9457,***网格员发现***后面堆放大量绿化杂物,2020年9月1日上午8点50分，***网格员***、四号网格员***再次来到***，督促***公司清理商城后面的绿化杂物垃圾。前几天，网格员在日常巡查时发现，***后面堆放了大量绿化杂物垃圾，现在正是创城的关键期，良好的市容市貌和干净的卫生环境尤为重要，垃圾长时间堆放，不仅对环境卫生造成影响，也容易产生异味，引发周边商户和居民的矛盾不满情绪，网格员已多次联系***公司，物业公司在网格员的一再督促下，今天开始对绿化杂物垃圾进行清理，网格员一直在现场等到垃圾清理干净才放心离开。,9
9458,1号楼一单元三楼声控灯接线盒破损,2020年9月10号下午14点9分左右，***社区第四网格网格员在巡查网格过程中发现乐园北区1号楼一单元三楼楼道声控灯接线盒破损，电线露在外面，极容易引发触电危险，存在极大的安全隐患，而且显得极其不美观，不符合精神文明城市的创建要求，不利于精神文明城市的创建。,0
9459,小区电动车充电,2020年9月29号上午8：34分，***网格员***在日常巡查工作时发现，***36号楼2单元楼道内电动车充电，存在安全隐患。,0
9460,外面不洁,2020年下午2点20分巡查中发现村东一路路面上有些渣土，影响了周边环境卫生。,16
9461,月底，社区组织网格员去***参加安全生产培训会议,月底，所有社区组织网格员去***参加安全生产培训会议，所有网格员均到位参加学习。,0
9462,树枝乱放,2020年9月6日下午15点5分，***村网格网格员***在巡查到第六条胡同时。发现***家门口放着些树枝，很影响村里卫生环境。,4
9463,绿化垃圾未清理,2020年9月9日上午十点二十左右，***村网格员巡查至村民***屋旁时发现大量绿化修剪后的树枝未清理干净，影响村容村貌,9
9464,乱挂衣物,2020-9-3*村村内巡查，看*村民将家中的衣物都拿出来放在街道两旁的树枝上进行晒晾，很是影*村容，让其尽快清理,6
9465,建筑垃圾,9.3号上午10：00***第二网格网格员***巡查至***网格与***网格分界处路北时发现排水沟旁存放有许多凌乱的建筑垃圾严重影响村容村貌,12
9466,楼内小广告,楼道内小广告,0
9467,修剪绿植未及时清理,2020年9月2日下午4点30分左右，***网格员***，日常巡查网格至**小区19号楼二单元西侧向北30米处，发现修剪的绿植在人行道上，物业工作人员也未及时处理，影响整个小区的居住环境，也不利于文明城市的建设。希望尽快联系物业工作人员对其进行清理。,9
9468,占道晒粮,2020年9月9日早晨，我在网格内巡查时发现有居民利用南北公路大面积占道晒粮，占用公路打场晒粮是一种很危险的行为，公路上经过高温可能会产生对粮食有害的物质，而且极易引发交通事故。现在正通过多方面打听联系晒粮居民，希望尽快解除安全隐患。,0
9469,车辆乱停乱放,2020年9月3日下午2点48分，***网格员***在日常巡查时发现，**二期4号楼1单元东侧有车辆乱停乱放，堵塞消防通道的现象。这种行为不仅存在极大的安全隐患，而且严重影响**县创建文明城市的进度，建议马上处理。,0
9470,忘记拔电,9月7日傍晚我来到***家来窜门，他家里***叫了好几声没有答应的，我来到门口就闻到一种怪味，我急忙跑到屋里一看电饼铛冒烟很大，***忘记拔电出去了，这样造成安全隐患。,0
9471,78号楼前晾晒被褥。,2020年9月5号。***社区第五网格员。在巡逻排查时发现。78号楼前晾晒被褥。影响创城。发现以后找到业主与他进行沟通。那种很配合我们的工作。,12
9472,***经营游商,2020年9月7日下午***网格员在村中巡查时发现村西第一条小巷有一辆经营游商车辆停放在街面当中影响过往车辆通行，存在一定的安全隐患,15
9473,路边随意堆放杂草,2020年9月3日上午8点20左右，***网格员***巡查走访到村西大街时，发现路边随意堆放一堆杂草，影响村容整洁，需及时清理。,0
9474,绿化生产垃圾,2020年9月8日下午15时06分左右，***社区第五网格员巡查至3号楼西侧时发现修剪的绿化垃圾未清理，影响小区环境卫生，不利于创城工作的开展。,9
9475,无疫情重点地区返回***人员,无疫情重点地区返回***人员，已录入系统。,0
9476,维修电灯,2020年9月1日下午两点半，门卫大爷和***第五网格员反应门卫一个屋里的的灯坏了，灯泡也不见了，希望网格员可以和物业反应及时给按上。网格员了解情况后，及时反应给物业，物业表示会尽快给安装上新的灯泡。,0
9477,村南垃圾桶已满影响村里容貌。,2020.9.9，***村网格，网格员***巡查走访入户，发现村南垃圾桶已满，影响村里村貌容貌。,0
9478,39号楼清理楼道垃圾。,《楼道有杂物》2020年9月8号，星期2。***。第三网格员。排查隐患时发现39号清理楼道垃圾。存在着很大隐患问题。影响居民生活环境。向社区说明。社区找有关部门清理完成,0
9479,**屋边堆有轻体砖,2020年9月2日9点50分左右，****网格网格员***在巡查中发现，**屋边堆有轻体砖，影响村容村貌。,0
9480,清理***广场上的垃圾,网格内日常巡查街道卫生时当巡查到村***广场上时发现在***广场西南角处有大量垃圾，***广场上玩耍的人很多垃圾多气味难闻影响环境保护，也影响村容村貌，于是网格员马上拿来铁掀和扫把把垃圾清理干净,0
9481,乱置乱放,昨天我在村网格内巡查过程中，走到村西北角的时候，看到路面上放着面被和毯子，像是盖菜的，很难看。,0
9482,车辆侵占公共绿地,2020年12月1日上午9时05分，***街道***社区第一网格网格员***巡查至***小区东门南侧处时，发现有居民将私家车辆停放在此处的公共绿地上，这样随意将车辆停放在公共绿地里，不仅侵占了小区公共绿地，影响了小区的整体形象，同时还侵害了其他居民们的权益，破坏了居民们的优美生活环境。,14
9483,绿化带内有生活垃圾，影响小区环境卫生,今日网格内日常巡查，走到196号楼一单元，发现有一袋生活垃圾放在绿化带周边，夏天有异味，容易招苍蝇。网格员及时走过去，把垃圾拎走放到垃圾桶内。网格员及时发现问题，及时解决。为给居民创造一个良好环境，尽一份力。,4
9484,清理村广场上的塑料垃圾,2020年9月6日，***村第二网格员在日常巡查中发现村办公大楼附近有较多塑料袋垃圾，于是联系清洁工对垃圾进行了处理。,3
